"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"경상북도 영덕군 달산면(4777033000)","1,104","713","          1.55","506","598","          0.85"
"경상북도 영덕군 지품면(4777034000)","1,455","871","          1.67","720","735","          0.98"
"경상북도 영덕군 지품면원전출장소(4777034500)","524","312","          1.68","249","275","          0.91"
"경상북도 영덕군 축산면(4777035000)","897","534","          1.68","427","470","          0.91"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,611","978","          1.65","756","855","          0.88"
"경상북도 영덕군 영해면(4777036000)","6,190","3,459","          1.79","2,856","3,334","          0.86"
"경상북도 영덕군 병곡면(4777037000)","2,683","1,663","          1.61","1,274","1,409","          0.90"
"경상북도 영덕군 창수면(4777038000)","1,605","1,019","          1.58","790","815","          0.97"
"경상북도 청도군 (4782000000)","41,609","23,384","          1.78","20,534","21,075","          0.97"
"경상북도 청도군 화양읍(4782025000)","7,182","3,502","          2.05","3,515","3,667","          0.96"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,107","652","          1.70","558","549","          1.02"
"경상북도 청도군 청도읍(4782025300)","10,058","5,198","          1.93","4,924","5,134","          0.96"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,563","930","          1.68","751","812","          0.92"
"경상북도 청도군 각남면(4782031000)","2,186","1,316","          1.66","1,051","1,135","          0.93"
"경상북도 청도군 풍각면(4782032000)","3,847","2,285","          1.68","1,883","1,964","          0.96"
"경상북도 청도군 각북면(4782033000)","2,255","1,395","          1.62","1,126","1,129","          1.00"
"경상북도 청도군 이서면(4782034000)","4,498","2,520","          1.78","2,209","2,289","          0.97"
"경상북도 청도군 운문면(4782035000)","1,989","1,276","          1.56","1,008","981","          1.03"
"경상북도 청도군 금천면(4782036000)","3,223","2,005","          1.61","1,650","1,573","          1.05"
"경상북도 청도군 매전면(4782037000)","3,701","2,305","          1.61","1,859","1,842","          1.01"
"경상북도 고령군 (4783000000)","30,289","16,601","          1.82","15,547","14,742","          1.05"
"경상북도 고령군 대가야읍(4783025300)","9,778","5,049","          1.94","4,927","4,851","          1.02"
"경상북도 고령군 덕곡면(4783031000)","1,392","858","          1.62","700","692","          1.01"
"경상북도 고령군 운수면(4783032000)","1,779","1,102","          1.61","893","886","          1.01"
"경상북도 고령군 성산면(4783033000)","2,486","1,444","          1.72","1,354","1,132","          1.20"
"경상북도 고령군 다산면(4783034000)","8,220","4,131","          1.99","4,254","3,966","          1.07"
"경상북도 고령군 개진면(4783035000)","1,877","1,222","          1.54","1,017","860","          1.18"
"경상북도 고령군 우곡면(4783036000)","1,538","898","          1.71","796","742","          1.07"
"경상북도 고령군 쌍림면(4783037000)","3,219","1,897","          1.70","1,606","1,613","          1.00"
"경상북도 성주군 (4784000000)","42,740","23,860","          1.79","22,227","20,513","          1.08"
"경상북도 성주군 성주읍(4784025000)","13,407","6,678","          2.01","6,787","6,620","          1.03"
"경상북도 성주군 선남면(4784031000)","6,125","3,520","          1.74","3,355","2,770","          1.21"
"경상북도 성주군 용암면(4784032000)","3,681","2,232","          1.65","2,024","1,657","          1.22"
"경상북도 성주군 수륜면(4784033000)","3,210","2,009","          1.60","1,618","1,592","          1.02"
"경상북도 성주군 가천면(4784034000)","1,989","1,235","          1.61","1,007","982","          1.03"
"경상북도 성주군 금수면(4784035000)","1,204","792","          1.52","635","569","          1.12"
"경상북도 성주군 대가면(4784036000)","2,391","1,369","          1.75","1,200","1,191","          1.01"
"경상북도 성주군 벽진면(4784037000)","3,027","1,714","          1.77","1,584","1,443","          1.10"
"경상북도 성주군 초전면(4784038000)","4,416","2,432","          1.82","2,249","2,167","          1.04"
"경상북도 성주군 월항면(4784039000)","3,290","1,879","          1.75","1,768","1,522","          1.16"
"경상북도 칠곡군 (4785000000)","112,993","54,485","          2.07","58,973","54,020","          1.09"
"경상북도 칠곡군 왜관읍(4785025000)","32,422","15,125","          2.14","16,267","16,155","          1.01"
"경상북도 칠곡군 북삼읍(4785025300)","24,269","10,750","          2.26","12,630","11,639","          1.09"
"경상북도 칠곡군 석적읍(4785025600)","31,220","14,786","          2.11","16,945","14,275","          1.19"
"경상북도 칠곡군 지천면(4785031000)","4,028","2,423","          1.66","2,164","1,864","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,287","2,983","          1.77","2,690","2,597","          1.04"
"경상북도 칠곡군 가산면(4785033000)","3,362","1,981","          1.70","1,835","1,527","          1.20"
"경상북도 칠곡군 약목면(4785036000)","9,325","4,802","          1.94","4,825","4,500","          1.07"
"경상북도 칠곡군 기산면(4785037000)","3,080","1,635","          1.88","1,617","1,463","          1.11"
"경상북도 예천군 (4790000000)","55,705","28,042","          1.99","27,341","28,364","          0.96"
"경상북도 예천군 예천읍(4790025000)","14,432","7,388","          1.95","7,129","7,303","          0.98"
"경상북도 예천군 용문면(4790031000)","2,244","1,344","          1.67","1,130","1,114","          1.01"
"경상북도 예천군 감천면(4790034000)","2,580","1,497","          1.72","1,287","1,293","          1.00"
"경상북도 예천군 보문면(4790035000)","1,656","960","          1.73","814","842","          0.97"
"경상북도 예천군 호명면(4790036000)","20,227","8,172","          2.48","9,846","10,381","          0.95"
"경상북도 예천군 유천면(4790037000)","2,540","1,465","          1.73","1,271","1,269","          1.00"
"경상북도 예천군 용궁면(4790038000)","2,354","1,385","          1.70","1,137","1,217","          0.93"
"경상북도 예천군 개포면(4790039000)","1,500","929","          1.61","731","769","          0.95"
"경상북도 예천군 지보면(4790040000)","2,656","1,613","          1.65","1,311","1,345","          0.97"
"경상북도 예천군 풍양면(4790041000)","2,995","1,834","          1.63","1,423","1,572","          0.91"
"경상북도 예천군 효자면(4790042000)","1,176","702","          1.68","591","585","          1.01"
"경상북도 예천군 은풍면(4790043000)","1,345","753","          1.79","671","674","          1.00"
"경상북도 봉화군 (4792000000)","30,413","16,909","          1.80","15,417","14,996","          1.03"
"경상북도 봉화군 봉화읍(4792025000)","9,551","4,804","          1.99","4,705","4,846","          0.97"
"경상북도 봉화군 물야면(4792031000)","3,041","1,750","          1.74","1,545","1,496","          1.03"
"경상북도 봉화군 봉성면(4792032000)","2,036","1,130","          1.80","985","1,051","          0.94"
"경상북도 봉화군 법전면(4792033000)","1,950","1,142","          1.71","1,001","949","          1.05"
"경상북도 봉화군 춘양면(4792034000)","4,384","2,527","          1.73","2,208","2,176","          1.01"
"경상북도 봉화군 소천면(4792035000)","2,149","1,341","          1.60","1,091","1,058","          1.03"
"경상북도 봉화군 재산면(4792036000)","1,443","858","          1.68","729","714","          1.02"
"경상북도 봉화군 명호면(4792037000)","2,229","1,281","          1.74","1,185","1,044","          1.14"
"경상북도 봉화군 상운면(4792038000)","1,698","1,014","          1.67","866","832","          1.04"
"경상북도 봉화군 석포면(4792039000)","1,932","1,062","          1.82","1,102","830","          1.33"
"경상북도 울진군 (4793000000)","47,249","25,494","          1.85","23,762","23,487","          1.01"
"경상북도 울진군 울진읍(4793025000)","13,654","6,255","          2.18","6,900","6,754","          1.02"
"경상북도 울진군 평해읍(4793025300)","2,660","1,648","          1.61","1,272","1,388","          0.92"
"경상북도 울진군 북면(4793031000)","6,768","3,450","          1.96","3,596","3,172","          1.13"
"경상북도 울진군 북면하당출장소(4793031500)","680","404","          1.68","348","332","          1.05"
"경상북도 울진군 근남면(4793033000)","2,745","1,570","          1.75","1,390","1,355","          1.03"
"경상북도 울진군 기성면(4793035000)","2,404","1,573","          1.53","1,158","1,246","          0.93"
"경상북도 울진군 온정면(4793036000)","1,648","994","          1.66","799","849","          0.94"
"경상북도 울진군 죽변면(4793037000)","6,175","3,593","          1.72","3,177","2,998","          1.06"
"경상북도 울진군 후포면(4793038000)","7,282","3,987","          1.83","3,561","3,721","          0.96"
"경상북도 울진군 금강송면(4793039000)","1,245","778","          1.60","615","630","          0.98"
"경상북도 울진군 매화면(4793040000)","1,988","1,242","          1.60","946","1,042","          0.91"
"경상북도 울릉군 (4794000000)","9,070","5,487","          1.65","5,018","4,052","          1.24"
"경상북도 울릉군 울릉읍(4794025000)","6,414","3,853","          1.66","3,554","2,860","          1.24"
"경상북도 울릉군 서면(4794031000)","915","495","          1.85","496","419","          1.18"
"경상북도 울릉군 서면태하출장소(4794031500)","448","288","          1.56","252","196","          1.29"
"경상북도 울릉군 북면(4794032000)","1,293","851","          1.52","716","577","          1.24"
"경상남도  (4800000000)","3,290,991","1,516,883","          2.17","1,656,746","1,634,245","          1.01"
"경상남도 창원시 (4812000000)","1,024,964","456,650","          2.24","519,080","505,884","          1.03"
"경상남도 창원시 의창구 (4812100000)","216,241","96,555","          2.24","110,106","106,135","          1.04"
"경상남도 창원시 의창구 동읍(4812125000)","19,536","9,141","          2.14","9,986","9,550","          1.05"
"경상남도 창원시 의창구 북면(4812131000)","42,995","16,576","          2.59","21,658","21,337","          1.02"
"경상남도 창원시 의창구 대산면(4812132000)","7,038","3,698","          1.90","3,548","3,490","          1.02"
"경상남도 창원시 의창구 의창동(4812151000)","50,044","21,313","          2.35","25,320","24,724","          1.02"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,728","11,149","          2.31","13,124","12,604","          1.04"
